check_id,batch_id,check_datetime,stage,firmness_kg_cm2,sugar_brix,defect_pct
CHK-000314,BAT-000105,2024-10-29 09:54:36,pre_dispatch,6.54,13.5,2.8
CHK-000315,BAT-000105,2024-10-30 05:38:24,arrival,4.81,12.1,5.9
CHK-000316,BAT-000106,2024-09-08 07:45:00,harvest,7.92,11.8,3.0
CHK-000317,BAT-000106,2024-10-11 10:01:48,pre_dispatch,5.32,14.2,3.4
CHK-000318,BAT-000106,2024-10-12 05:48:00,arrival,4.84,14.0,14.9
CHK-000319,BAT-000107,2024-08-19 13:00:00,harvest,8.26,16.3,2.9
CHK-000320,BAT-000107,2024-08-31 15:33:36,pre_dispatch,5.8,14.6,2.2
CHK-000321,BAT-000107,2024-08-31 23:55:36,arrival,6.92,13.9,16.0
CHK-000322,BAT-000108,2024-09-15 14:00:00,harvest,8.35,12.4,1.6
CHK-000323,BAT-000108,2024-11-21 16:33:00,pre_dispatch,6.15,13.6,3.9
CHK-000324,BAT-000108,2024-11-22 06:27:00,arrival,6.69,15.0,13.6
CHK-000325,BAT-000109,2024-08-18 10:45:00,harvest,6.63,13.4,2.7
CHK-000326,BAT-000109,2024-09-09 11:12:36,pre_dispatch,7.63,14.9,3.9
CHK-000327,BAT-000109,2024-09-10 05:32:12,arrival,5.49,15.2,13.6
CHK-000328,BAT-000110,2024-08-11 11:15:00,harvest,8.22,12.0,3.8
CHK-000329,BAT-000110,2024-09-05 14:31:12,pre_dispatch,5.6,14.5,5.7
CHK-000330,BAT-000110,2024-09-06 08:09:36,arrival,6.14,15.4,14.1
CHK-000331,BAT-000111,2024-08-16 11:15:00,harvest,6.54,15.5,2.9
CHK-000332,BAT-000111,2024-10-12 10:54:00,pre_dispatch,5.32,15.8,8.4
CHK-000333,BAT-000111,2024-10-13 23:47:12,arrival,4.43,17.2,4.2
CHK-000334,BAT-000112,2024-10-12 15:15:00,harvest,8.14,12.2,1.4
CHK-000335,BAT-000112,2024-12-04 17:54:00,pre_dispatch,5.42,14.8,3.5
CHK-000336,BAT-000112,2024-12-06 02:50:36,arrival,4.1,11.9,12.8
CHK-000337,BAT-000113,2024-09-02 12:00:00,harvest,8.22,15.9,3.6
CHK-000338,BAT-000113,2024-12-08 13:25:48,pre_dispatch,5.29,15.2,1.5
CHK-000339,BAT-000113,2024-12-09 21:49:00,arrival,6.68,16.8,12.2
CHK-000340,BAT-000114,2024-08-20 15:15:00,harvest,8.44,14.5,3.3
CHK-000341,BAT-000114,2025-02-10 18:57:36,pre_dispatch,6.42,14.9,2.3
CHK-000342,BAT-000114,2025-02-11 14:15:24,arrival,6.86,14.0,10.1
CHK-000343,BAT-000115,2024-08-16 15:45:00,harvest,7.83,14.3,1.4
CHK-000344,BAT-000115,2024-12-16 15:18:36,pre_dispatch,6.72,15.2,7.4
CHK-000345,BAT-000115,2024-12-16 23:28:48,arrival,5.83,15.4,15.6
CHK-000346,BAT-000116,2024-09-18 11:45:00,harvest,7.86,14.8,1.0
CHK-000347,BAT-000116,2024-11-03 15:16:48,pre_dispatch,5.48,16.8,4.9
CHK-000348,BAT-000116,2024-11-05 03:46:12,arrival,7.1,15.8,8.8
CHK-000349,BAT-000117,2024-10-23 07:45:00,harvest,6.79,16.2,1.8
CHK-000350,BAT-000117,2025-03-25 08:59:24,pre_dispatch,5.3,14.8,3.6
CHK-000351,BAT-000117,2025-03-26 20:27:48,arrival,4.32,16.0,15.4
CHK-000352,BAT-000118,2024-05-25 11:45:00,harvest,7.8,13.7,3.2
CHK-000353,BAT-000118,2024-05-31 15:30:36,pre_dispatch,7.66,12.5,5.6
CHK-000354,BAT-000118,2024-06-02 04:13:36,arrival,6.46,16.8,11.2
CHK-000355,BAT-000119,2024-07-11 09:30:00,harvest,7.4,13.8,3.2
CHK-000356,BAT-000119,2024-07-25 09:05:24,pre_dispatch,6.49,16.5,1.4
CHK-000357,BAT-000119,2024-07-26 22:29:36,arrival,6.94,11.6,7.4
CHK-000358,BAT-000120,2024-10-07 13:30:00,harvest,7.52,12.7,0.9
CHK-000359,BAT-000120,2025-03-17 13:57:00,pre_dispatch,6.3,15.0,5.7
CHK-000360,BAT-000120,2025-03-17 22:31:12,arrival,6.48,14.0,13.1
CHK-000361,BAT-000121,2024-09-19 09:15:00,harvest,7.04,14.3,2.0
CHK-000362,BAT-000121,2024-11-04 09:12:00,pre_dispatch,6.47,15.0,3.8
CHK-000363,BAT-000121,2024-11-04 18:09:36,arrival,4.12,17.1,13.8
CHK-000364,BAT-000122,2024-10-15 14:45:00,harvest,6.91,14.7,1.4
CHK-000365,BAT-000122,2024-11-15 16:33:00,pre_dispatch,5.19,12.7,8.3
CHK-000366,BAT-000122,2024-11-17 05:18:48,arrival,5.4,12.7,1.7
CHK-000367,BAT-000123,2024-10-14 15:45:00,harvest,7.55,12.1,1.3
CHK-000368,BAT-000123,2024-12-28 18:55:12,pre_dispatch,6.56,13.6,8.0
CHK-000369,BAT-000123,2024-12-29 03:48:12,arrival,5.63,14.4,17.7
CHK-000370,BAT-000124,2024-06-06 09:45:00,harvest,6.85,16.1,2.9
CHK-000371,BAT-000124,2024-06-12 12:28:48,pre_dispatch,6.69,12.5,6.5
CHK-000372,BAT-000124,2024-06-12 23:36:36,arrival,7.08,14.9,5.4
CHK-000373,BAT-000125,2024-10-18 14:45:00,harvest,8.27,12.6,2.9
CHK-000374,BAT-000125,2024-12-07 14:51:36,pre_dispatch,5.42,11.6,6.0
CHK-000375,BAT-000125,2024-12-08 22:10:12,arrival,4.65,13.9,5.1
CHK-000376,BAT-000126,2024-08-21 15:15:00,harvest,8.45,14.7,1.3
CHK-000377,BAT-000126,2024-09-14 18:33:36,pre_dispatch,7.47,15.2,2.4
CHK-000378,BAT-000126,2024-09-16 13:49:00,arrival,4.66,14.7,5.1
CHK-000379,BAT-000127,2024-09-12 14:45:00,harvest,7.92,12.0,3.2
CHK-000380,BAT-000127,2024-12-08 16:17:24,pre_dispatch,5.03,14.3,6.5
CHK-000381,BAT-000127,2024-12-09 12:24:36,arrival,6.88,14.5,14.9
CHK-000382,BAT-000128,2024-08-27 15:45:00,harvest,7.41,14.6,2.4
CHK-000383,BAT-000128,2024-11-24 18:45:36,pre_dispatch,6.64,12.7,1.6
CHK-000384,BAT-000128,2024-11-26 03:00:36,arrival,5.98,13.2,14.7
CHK-000385,BAT-000129,2024-08-05 11:15:00,harvest,8.17,12.2,1.0
CHK-000386,BAT-000129,2024-08-28 13:15:36,pre_dispatch,5.14,13.2,4.4
CHK-000387,BAT-000129,2024-08-29 21:51:24,arrival,6.5,16.1,5.6
CHK-000388,BAT-000130,2024-09-09 15:15:00,harvest,8.27,15.6,3.8
CHK-000389,BAT-000130,2024-10-25 15:27:36,pre_dispatch,5.07,14.5,7.7
CHK-000390,BAT-000130,2024-10-27 00:25:48,arrival,5.86,15.2,6.6
CHK-000391,BAT-000131,2024-07-20 12:00:00,harvest,8.08,13.1,1.5
CHK-000392,BAT-000131,2024-07-25 13:25:48,pre_dispatch,7.78,12.1,6.1
CHK-000393,BAT-000131,2024-07-25 23:22:48,arrival,5.78,15.1,2.8
CHK-000394,BAT-000132,2024-09-28 14:00:00,harvest,7.33,15.2,1.7
CHK-000395,BAT-000132,2024-11-11 16:54:36,pre_dispatch,5.11,11.7,3.4
CHK-000396,BAT-000132,2024-11-13 11:57:12,arrival,4.5,14.8,12.8
CHK-000397,BAT-000133,2024-09-15 08:45:00,harvest,7.89,11.3,2.2
CHK-000398,BAT-000133,2024-10-05 10:46:48,pre_dispatch,7.22,16.1,3.9
CHK-000399,BAT-000133,2024-10-07 07:04:24,arrival,4.99,14.7,3.1
CHK-000400,BAT-000134,2024-07-09 11:00:00,harvest,8.09,14.7,3.3
CHK-000401,BAT-000134,2024-07-23 10:31:12,pre_dispatch,5.21,15.4,3.9
CHK-000402,BAT-000134,2024-07-23 20:19:00,arrival,7.19,12.3,13.4
CHK-000403,BAT-000135,2024-09-21 13:30:00,harvest,6.94,14.7,2.4
CHK-000404,BAT-000135,2025-01-27 14:56:24,pre_dispatch,6.46,16.3,4.6
CHK-000405,BAT-000135,2025-01-28 02:27:36,arrival,5.57,16.5,7.1
CHK-000406,BAT-000136,2024-09-04 14:45:00,harvest,8.23,15.2,1.1
CHK-000407,BAT-000136,2024-10-04 14:48:36,pre_dispatch,6.92,16.5,1.6
CHK-000408,BAT-000136,2024-10-04 22:57:48,arrival,5.21,14.2,3.5
CHK-000409,BAT-000137,2024-10-02 12:45:00,harvest,7.63,14.4,3.9
CHK-000410,BAT-000137,2024-12-29 15:12:36,pre_dispatch,6.41,16.2,5.3
CHK-000411,BAT-000137,2024-12-30 03:40:12,arrival,4.39,16.0,2.1
CHK-000412,BAT-000138,2024-07-30 08:15:00,harvest,8.12,12.5,3.4
CHK-000413,BAT-000138,2024-08-05 09:27:36,pre_dispatch,5.19,11.9,1.5
CHK-000414,BAT-000138,2024-08-06 16:54:12,arrival,5.9,12.6,11.2
CHK-000415,BAT-000139,2024-09-12 12:30:00,harvest,8.11,14.9,3.5
CHK-000416,BAT-000139,2024-12-01 16:21:00,pre_dispatch,5.38,15.3,1.2
CHK-000417,BAT-000139,2024-12-02 00:08:48,arrival,5.01,14.9,8.9
CHK-000418,BAT-000140,2024-08-09 07:45:00,harvest,7.54,15.4,1.5
CHK-000419,BAT-000140,2024-09-01 07:36:00,pre_dispatch,6.09,13.5,3.3
CHK-000420,BAT-000140,2024-09-02 19:41:00,arrival,6.87,14.1,4.8
CHK-000421,BAT-000141,2024-10-08 10:30:00,harvest,6.78,12.7,3.3
CHK-000422,BAT-000141,2025-01-28 11:20:24,pre_dispatch,5.31,15.4,5.0
CHK-000423,BAT-000141,2025-01-28 18:52:24,arrival,4.11,11.5,11.8
CHK-000424,BAT-000142,2024-10-09 14:00:00,harvest,6.5,14.1,2.5
CHK-000425,BAT-000142,2024-10-30 14:53:24,pre_dispatch,7.7,15.3,1.1
CHK-000426,BAT-000142,2024-10-31 02:53:24,arrival,5.93,12.0,8.7
CHK-000427,BAT-000143,2024-10-09 13:30:00,harvest,7.17,12.0,1.1
CHK-000428,BAT-000143,2024-11-03 17:17:24,pre_dispatch,7.07,15.2,6.6
CHK-000429,BAT-000143,2024-11-05 01:52:48,arrival,6.77,11.6,16.7
CHK-000430,BAT-000144,2024-07-26 15:45:00,harvest,7.59,12.8,0.5
CHK-000431,BAT-000144,2024-08-09 19:08:24,pre_dispatch,7.06,12.7,6.7
CHK-000432,BAT-000144,2024-08-10 13:33:36,arrival,6.43,16.9,14.8
CHK-000433,BAT-000145,2024-09-25 15:00:00,harvest,8.32,11.8,2.2
CHK-000434,BAT-000145,2024-10-10 17:36:00,pre_dispatch,6.99,11.5,2.1
CHK-000435,BAT-000145,2024-10-12 15:01:00,arrival,4.66,14.0,2.2
CHK-000436,BAT-000146,2024-09-06 12:45:00,harvest,7.15,14.1,0.7
CHK-000437,BAT-000146,2024-10-05 12:24:00,pre_dispatch,5.32,12.8,1.6
CHK-000438,BAT-000146,2024-10-06 07:50:24,arrival,7.13,12.4,14.5
CHK-000439,BAT-000147,2024-09-08 15:00:00,harvest,7.83,11.2,1.7
CHK-000440,BAT-000147,2025-01-31 16:36:00,pre_dispatch,6.18,15.7,2.2
CHK-000441,BAT-000147,2025-02-01 02:08:00,arrival,5.83,11.8,8.7
CHK-000442,BAT-000148,2024-09-09 11:30:00,harvest,7.82,16.3,1.8
CHK-000443,BAT-000148,2024-12-10 12:49:48,pre_dispatch,7.19,12.8,7.1
CHK-000444,BAT-000148,2024-12-12 08:06:36,arrival,5.81,12.4,3.0
CHK-000445,BAT-000149,2024-09-14 08:00:00,harvest,7.53,15.4,1.4
CHK-000446,BAT-000149,2024-11-19 11:44:24,pre_dispatch,7.15,12.3,1.7
CHK-000447,BAT-000149,2024-11-20 20:34:24,arrival,4.51,16.5,16.2
CHK-000448,BAT-000150,2024-07-10 13:45:00,harvest,7.9,13.6,1.5
CHK-000449,BAT-000150,2024-07-25 14:37:48,pre_dispatch,7.03,14.8,6.4
CHK-000450,BAT-000150,2024-07-27 08:32:36,arrival,4.6,11.9,7.4
CHK-000451,BAT-000151,2024-10-08 15:00:00,harvest,7.7,13.2,3.6
CHK-000452,BAT-000151,2024-11-12 14:41:24,pre_dispatch,6.27,12.6,6.4
CHK-000453,BAT-000151,2024-11-13 00:02:24,arrival,6.15,11.8,7.7
CHK-000454,BAT-000152,2024-09-24 07:30:00,harvest,8.12,15.8,3.3
CHK-000455,BAT-000152,2024-12-10 08:46:48,pre_dispatch,5.37,12.8,3.6
CHK-000456,BAT-000152,2024-12-12 02:54:36,arrival,5.78,16.5,2.1
CHK-000457,BAT-000153,2024-09-25 15:15:00,harvest,8.44,11.2,3.2
CHK-000458,BAT-000153,2025-01-19 17:51:36,pre_dispatch,5.82,16.7,5.5
CHK-000459,BAT-000153,2025-01-21 13:18:36,arrival,6.8,12.7,9.2
CHK-000460,BAT-000154,2024-10-11 14:45:00,harvest,8.09,13.3,1.3
CHK-000461,BAT-000154,2025-01-05 16:30:00,pre_dispatch,7.75,13.1,5.6
CHK-000462,BAT-000154,2025-01-06 01:25:12,arrival,4.43,15.0,16.2
CHK-000463,BAT-000155,2024-09-28 11:15:00,harvest,7.67,15.5,2.1
CHK-000464,BAT-000155,2025-02-06 11:57:36,pre_dispatch,6.27,12.3,5.3
CHK-000465,BAT-000155,2025-02-08 06:46:48,arrival,6.15,16.3,9.4
CHK-000466,BAT-000156,2024-10-20 13:00:00,harvest,7.7,13.7,0.8
CHK-000467,BAT-000156,2025-01-24 14:57:00,pre_dispatch,5.72,13.3,1.6
CHK-000468,BAT-000156,2025-01-25 03:42:48,arrival,4.78,13.7,15.2
CHK-000469,BAT-000157,2024-07-03 13:15:00,harvest,6.75,14.5,2.9
CHK-000470,BAT-000157,2024-07-15 14:03:36,pre_dispatch,6.3,12.7,3.5
CHK-000471,BAT-000157,2024-07-17 02:34:24,arrival,6.53,15.8,4.9
CHK-000472,BAT-000158,2024-10-01 12:15:00,harvest,6.74,15.6,1.6
CHK-000473,BAT-000158,2025-01-06 14:24:00,pre_dispatch,6.19,17.0,1.8
CHK-000474,BAT-000158,2025-01-06 23:59:24,arrival,4.94,16.1,5.8
CHK-000475,BAT-000159,2024-09-09 12:15:00,harvest,8.35,14.3,1.5
CHK-000476,BAT-000159,2024-10-19 15:12:00,pre_dispatch,5.44,16.0,3.6
CHK-000477,BAT-000159,2024-10-20 23:21:36,arrival,5.65,12.8,11.3
CHK-000478,BAT-000160,2024-08-25 10:15:00,harvest,7.77,14.0,1.7
CHK-000479,BAT-000160,2024-09-12 13:43:12,pre_dispatch,6.95,13.0,1.9
CHK-000480,BAT-000160,2024-09-13 08:03:24,arrival,5.21,13.5,8.8
CHK-000481,BAT-000161,2024-09-16 12:30:00,harvest,8.05,12.1,3.3
CHK-000482,BAT-000161,2025-02-26 13:27:36,pre_dispatch,6.98,14.1,7.8
CHK-000483,BAT-000161,2025-02-27 06:46:48,arrival,6.48,15.9,10.8
CHK-000484,BAT-000162,2024-08-07 13:00:00,harvest,7.51,16.4,4.0
CHK-000485,BAT-000162,2024-08-27 13:09:36,pre_dispatch,5.95,14.6,3.0
CHK-000486,BAT-000162,2024-08-28 10:53:48,arrival,6.42,16.6,7.3
CHK-000487,BAT-000163,2024-09-30 07:45:00,harvest,6.98,12.6,0.9
CHK-000488,BAT-000163,2024-10-22 07:50:24,pre_dispatch,5.51,12.2,5.6
CHK-000489,BAT-000163,2024-10-22 17:15:48,arrival,4.2,14.9,16.2
CHK-000490,BAT-000164,2024-09-20 12:15:00,harvest,7.42,13.2,3.5
CHK-000491,BAT-000164,2024-12-02 11:45:36,pre_dispatch,5.51,15.2,4.5
CHK-000492,BAT-000164,2024-12-03 07:12:48,arrival,6.15,14.0,7.2
CHK-000493,BAT-000165,2024-10-07 10:30:00,harvest,7.86,14.8,0.8
CHK-000494,BAT-000165,2024-10-24 12:01:48,pre_dispatch,5.17,12.5,8.0
CHK-000495,BAT-000165,2024-10-24 21:24:36,arrival,5.21,12.5,6.6
CHK-000496,BAT-000166,2024-10-03 10:45:00,harvest,7.72,13.6,3.3
CHK-000497,BAT-000166,2024-11-26 10:17:24,pre_dispatch,7.39,14.6,7.0
CHK-000498,BAT-000166,2024-11-27 04:15:36,arrival,6.88,11.6,4.4
CHK-000499,BAT-000167,2024-08-25 12:15:00,harvest,6.96,11.1,2.1
CHK-000500,BAT-000167,2025-01-02 15:03:36,pre_dispatch,6.65,13.5,5.6
CHK-000501,BAT-000167,2025-01-03 10:51:36,arrival,6.99,15.1,4.8
CHK-000502,BAT-000168,2024-10-20 14:30:00,harvest,7.48,14.8,1.2
CHK-000503,BAT-000168,2024-12-01 15:34:48,pre_dispatch,5.1,13.6,8.1
CHK-000504,BAT-000168,2024-12-03 09:31:24,arrival,4.68,15.4,17.4
CHK-000505,BAT-000169,2024-09-10 15:15:00,harvest,7.22,11.7,1.5
CHK-000506,BAT-000169,2024-11-11 17:21:36,pre_dispatch,5.67,12.8,6.4
CHK-000507,BAT-000169,2024-11-12 06:14:48,arrival,4.97,15.5,4.6
CHK-000508,BAT-000170,2024-10-10 14:45:00,harvest,8.19,11.2,1.1
CHK-000509,BAT-000170,2025-03-12 18:39:36,pre_dispatch,5.39,16.0,6.9
CHK-000510,BAT-000170,2025-03-13 15:10:12,arrival,5.88,14.1,13.1
CHK-000511,BAT-000171,2024-10-19 15:15:00,harvest,7.6,14.6,3.1
CHK-000512,BAT-000171,2025-01-31 18:43:12,pre_dispatch,5.13,15.0,4.4
CHK-000513,BAT-000171,2025-02-02 12:46:36,arrival,6.3,15.3,9.3
CHK-000514,BAT-000172,2024-09-24 09:00:00,harvest,7.26,13.6,0.9
CHK-000515,BAT-000172,2024-11-10 09:29:24,pre_dispatch,6.43,15.7,5.0
CHK-000516,BAT-000172,2024-11-11 05:32:00,arrival,5.25,14.8,16.6
CHK-000517,BAT-000173,2024-10-24 09:30:00,harvest,7.07,16.0,2.2
CHK-000518,BAT-000173,2025-03-09 11:30:00,pre_dispatch,7.32,12.1,7.1
CHK-000519,BAT-000173,2025-03-10 23:58:48,arrival,5.87,11.8,17.8
CHK-000520,BAT-000174,2024-10-20 09:15:00,harvest,8.42,16.2,1.4
CHK-000521,BAT-000174,2025-02-01 11:16:12,pre_dispatch,5.25,15.5,1.9
CHK-000522,BAT-000174,2025-02-03 05:18:24,arrival,5.78,15.6,1.9
CHK-000523,BAT-000175,2024-08-16 12:30:00,harvest,6.74,11.6,1.1
CHK-000524,BAT-000175,2024-10-15 14:39:36,pre_dispatch,5.01,14.4,5.8
CHK-000525,BAT-000175,2024-10-17 04:24:24,arrival,5.74,12.1,8.7
CHK-000526,BAT-000176,2024-05-31 15:15:00,harvest,7.59,13.0,1.7
CHK-000527,BAT-000176,2024-06-08 17:55:12,pre_dispatch,7.77,12.5,1.5
CHK-000528,BAT-000176,2024-06-09 02:26:00,arrival,5.13,11.7,10.4
CHK-000529,BAT-000177,2024-08-25 09:45:00,harvest,8.27,16.1,1.6
CHK-000530,BAT-000177,2024-09-17 11:45:00,pre_dispatch,6.08,16.1,5.1
CHK-000531,BAT-000177,2024-09-18 00:42:24,arrival,6.81,14.5,14.8
CHK-000532,BAT-000178,2024-09-04 09:15:00,harvest,8.36,13.6,1.3
CHK-000533,BAT-000178,2024-12-04 12:44:24,pre_dispatch,7.73,14.6,2.9
CHK-000534,BAT-000178,2024-12-05 11:26:36,arrival,5.52,14.3,3.2
CHK-000535,BAT-000179,2024-09-27 10:30:00,harvest,6.72,11.0,3.1
CHK-000536,BAT-000179,2025-01-23 12:40:12,pre_dispatch,7.06,14.9,6.1
CHK-000537,BAT-000179,2025-01-23 20:54:00,arrival,6.83,15.7,5.5
CHK-000538,BAT-000180,2024-07-02 12:00:00,harvest,7.77,12.9,3.7
CHK-000539,BAT-000180,2024-07-12 13:34:12,pre_dispatch,6.99,11.6,1.6
CHK-000540,BAT-000180,2024-07-12 21:19:36,arrival,4.53,14.4,11.0
CHK-000541,BAT-000181,2024-08-10 10:15:00,harvest,7.5,14.4,2.6
CHK-000542,BAT-000181,2024-09-06 13:45:36,pre_dispatch,6.62,12.0,7.2
CHK-000543,BAT-000181,2024-09-07 11:11:24,arrival,6.84,14.6,9.5
CHK-000544,BAT-000182,2024-10-06 07:45:00,harvest,8.15,11.1,1.0
CHK-000545,BAT-000182,2024-10-19 08:24:00,pre_dispatch,5.43,16.0,7.8
CHK-000546,BAT-000182,2024-10-19 15:29:24,arrival,4.34,16.2,11.4
CHK-000547,BAT-000183,2024-09-18 12:00:00,harvest,6.8,11.9,1.0
CHK-000548,BAT-000183,2024-12-02 14:34:48,pre_dispatch,7.33,14.8,4.8
CHK-000549,BAT-000183,2024-12-03 22:58:36,arrival,6.3,12.9,14.5
CHK-000550,BAT-000184,2024-09-01 13:45:00,harvest,7.74,14.0,1.0
CHK-000551,BAT-000184,2024-09-09 15:45:36,pre_dispatch,6.79,13.9,5.1
CHK-000552,BAT-000184,2024-09-10 03:22:48,arrival,4.61,13.1,10.8
CHK-000553,BAT-000185,2024-06-24 09:00:00,harvest,7.41,11.1,1.1
CHK-000554,BAT-000185,2024-06-28 11:25:48,pre_dispatch,5.48,11.6,6.2
CHK-000555,BAT-000185,2024-06-29 08:20:24,arrival,6.07,13.9,15.9
CHK-000556,BAT-000186,2024-08-12 11:30:00,harvest,7.17,11.6,1.9
CHK-000557,BAT-000186,2024-09-03 11:36:00,pre_dispatch,6.63,12.3,4.1
CHK-000558,BAT-000186,2024-09-04 18:51:36,arrival,4.86,15.3,9.9
CHK-000559,BAT-000187,2024-06-21 08:15:00,harvest,6.7,13.4,3.4
CHK-000560,BAT-000187,2024-06-27 08:12:36,pre_dispatch,6.38,13.4,6.9
CHK-000561,BAT-000187,2024-06-28 21:07:48,arrival,5.01,12.6,10.1
CHK-000562,BAT-000188,2024-09-11 12:00:00,harvest,7.83,14.1,2.0
CHK-000563,BAT-000188,2024-12-14 15:29:24,pre_dispatch,5.59,13.7,7.1
CHK-000564,BAT-000188,2024-12-15 01:04:00,arrival,6.57,17.1,1.8
CHK-000565,BAT-000189,2024-09-29 12:45:00,harvest,7.29,14.6,3.1
CHK-000566,BAT-000189,2024-10-22 13:28:48,pre_dispatch,5.0,14.7,7.1
CHK-000567,BAT-000189,2024-10-22 23:46:12,arrival,5.55,14.3,7.1
CHK-000568,BAT-000190,2024-10-25 08:30:00,harvest,7.94,11.0,1.2
CHK-000569,BAT-000190,2024-12-12 11:47:24,pre_dispatch,5.56,15.8,2.6
CHK-000570,BAT-000190,2024-12-13 19:59:00,arrival,5.68,16.0,8.2
CHK-000571,BAT-000191,2024-08-28 08:45:00,harvest,7.31,12.1,1.3
CHK-000572,BAT-000191,2025-01-15 09:04:48,pre_dispatch,7.04,15.9,4.9
CHK-000573,BAT-000191,2025-01-17 02:58:00,arrival,6.82,12.0,5.9
CHK-000574,BAT-000192,2024-10-18 08:45:00,harvest,8.32,12.2,0.8
CHK-000575,BAT-000192,2025-01-17 11:51:36,pre_dispatch,5.08,13.5,5.8
CHK-000576,BAT-000192,2025-01-19 05:46:12,arrival,6.69,12.5,10.7
CHK-000577,BAT-000193,2024-09-19 12:15:00,harvest,8.0,15.8,2.4
CHK-000578,BAT-000193,2024-12-11 15:59:24,pre_dispatch,5.87,16.6,2.6
CHK-000579,BAT-000193,2024-12-13 09:48:00,arrival,4.17,17.1,4.5
CHK-000580,BAT-000194,2024-09-09 08:15:00,harvest,7.13,12.1,0.7
CHK-000581,BAT-000194,2025-03-03 08:37:48,pre_dispatch,6.1,11.8,3.2
CHK-000582,BAT-000194,2025-03-05 02:12:12,arrival,5.69,12.3,6.8
CHK-000583,BAT-000195,2024-09-07 15:45:00,harvest,6.84,15.0,0.5
CHK-000584,BAT-000195,2024-09-18 18:19:12,pre_dispatch,5.54,14.4,2.4
CHK-000585,BAT-000195,2024-09-19 12:51:48,arrival,6.18,12.4,15.0
CHK-000586,BAT-000196,2024-08-25 08:15:00,harvest,7.96,15.9,3.0
CHK-000587,BAT-000196,2024-11-14 09:25:12,pre_dispatch,7.34,13.0,6.2
CHK-000588,BAT-000196,2024-11-14 18:35:12,arrival,6.58,16.9,9.2
CHK-000589,BAT-000197,2024-09-19 08:15:00,harvest,6.7,11.4,2.7
CHK-000590,BAT-000197,2024-10-15 09:55:12,pre_dispatch,6.35,14.3,8.2
CHK-000591,BAT-000197,2024-10-17 05:25:12,arrival,4.17,12.6,2.6
CHK-000592,BAT-000198,2024-09-04 09:45:00,harvest,7.62,13.7,3.4
CHK-000593,BAT-000198,2024-11-06 13:31:48,pre_dispatch,5.21,16.0,6.8
CHK-000594,BAT-000198,2024-11-07 02:10:36,arrival,4.9,15.8,12.2
CHK-000595,BAT-000199,2024-10-01 08:45:00,harvest,6.76,15.3,1.3
CHK-000596,BAT-000199,2025-01-25 10:03:36,pre_dispatch,6.11,16.9,4.2
CHK-000597,BAT-000199,2025-01-26 05:54:12,arrival,5.99,13.2,3.6
CHK-000598,BAT-000200,2024-09-22 15:15:00,harvest,6.9,12.1,1.3
CHK-000599,BAT-000200,2024-11-17 18:51:00,pre_dispatch,6.64,13.7,7.5
CHK-000600,BAT-000200,2024-11-18 11:28:24,arrival,5.97,14.1,11.0
CHK-000601,BAT-000201,2024-08-30 08:00:00,harvest,7.49,12.5,2.6
CHK-000602,BAT-000201,2024-12-19 09:57:00,pre_dispatch,5.73,13.6,1.5
CHK-000603,BAT-000201,2024-12-19 18:41:48,arrival,7.14,13.7,11.4
CHK-000604,BAT-000202,2024-09-17 09:15:00,harvest,7.13,14.3,3.9
CHK-000605,BAT-000202,2024-10-01 13:03:00,pre_dispatch,5.01,12.5,4.2
CHK-000606,BAT-000202,2024-10-02 13:57:00,arrival,6.36,11.6,11.5
CHK-000607,BAT-000203,2024-09-03 14:45:00,harvest,6.58,16.4,2.2
CHK-000608,BAT-000203,2024-10-03 17:53:24,pre_dispatch,7.1,14.3,4.4
CHK-000609,BAT-000203,2024-10-04 12:21:36,arrival,4.31,12.7,15.2
CHK-000610,BAT-000204,2024-08-29 11:30:00,harvest,7.81,11.9,1.4
CHK-000611,BAT-000204,2024-09-26 12:34:12,pre_dispatch,7.38,16.6,7.6
CHK-000612,BAT-000204,2024-09-28 09:35:24,arrival,6.77,15.8,5.4
CHK-000613,BAT-000205,2024-09-18 07:00:00,harvest,6.55,15.6,0.6
CHK-000614,BAT-000205,2025-01-02 07:49:12,pre_dispatch,5.54,11.6,2.1
CHK-000615,BAT-000205,2025-01-02 20:13:12,arrival,4.46,14.7,17.7
CHK-000616,BAT-000206,2024-08-20 15:15:00,harvest,8.31,14.1,3.2
CHK-000617,BAT-000206,2025-01-02 15:45:36,pre_dispatch,5.36,15.3,5.4
CHK-000618,BAT-000206,2025-01-03 12:27:48,arrival,4.05,13.2,17.0
CHK-000619,BAT-000207,2024-09-04 15:45:00,harvest,8.14,13.3,3.9
CHK-000620,BAT-000207,2024-11-26 17:43:48,pre_dispatch,6.76,12.6,1.3
CHK-000621,BAT-000207,2024-11-27 14:50:00,arrival,5.16,11.5,12.7
CHK-000622,BAT-000208,2024-08-28 14:15:00,harvest,7.96,12.5,2.2
CHK-000623,BAT-000208,2024-09-05 17:24:36,pre_dispatch,7.58,12.9,6.4
CHK-000624,BAT-000208,2024-09-06 11:40:24,arrival,6.6,12.9,17.4
CHK-000625,BAT-000209,2024-09-20 12:30:00,harvest,8.14,14.0,1.8
CHK-000626,BAT-000209,2024-10-03 15:48:00,pre_dispatch,6.51,13.6,2.6
CHK-000627,BAT-000209,2024-10-04 02:12:48,arrival,4.64,13.5,15.6
